ID,smiles,IC50,IC50_units,pIC50
BCRP_0878,Cc1nc2cc(-c3cccc(Cl)c3)nn2c(N2CCN(C(=O)c3ccoc3)CC2)c1C,0.000009315,uM,11.03081714
BCRP_0879,COc1cccc(-c2cc3nc(-c4ccccc4)c(C)c(N4CCN(C(=O)c5ccoc5)CC4)n3n2)c1,0.00000167,uM,11.77728353
BCRP_0880,Cc1occc1C(=O)N1CCN(c2cc(-c3ccco3)nc3cc(-c4ccccc4)nn23)CC1,0.00000169,uM,11.7721133
BCRP_0881,O=C(C1CCCO1)N1CCN(c2c3c(nc4cc(-c5cccc(F)c5)nn24)CCCC3)CC1,0.00004419,uM,10.354676
BCRP_0882,O=C(c1ccccc1)N1CCN(c2cc(-c3ccco3)nc3cc(-c4ccccc4)nn23)CC1,0.00000151,uM,11.82102305
BCRP_0883,O=C(c1ccoc1)N1CCN(c2cc(-c3ccccc3F)nc3cc(-c4ccccc4)nn23)CC1,0.00000362,uM,11.44129143
BCRP_0884,COc1cccc(-c2cc3nc(-c4ccco4)cc(N4CCN(C(=O)c5ccoc5)CC4)n3n2)c1,0.00000186,uM,11.73048706
BCRP_0885,COc1cccc(-c2cc(N3CCN(C(=O)c4ccoc4)CC3)n3nc(-c4cccc(OC)c4)cc3n2)c1,0.00000054,uM,12.26760624
BCRP_0886,O=C(c1ccoc1)N1CCN(c2cc(-c3ccco3)nc3cc(-c4ccccc4)nn23)CC1,0.00000046,uM,12.33724217
BCRP_0887,Cc1cc(N2CCN(C(=O)C3CCCO3)CC2)n2nc(-c3cccc(F)c3)cc2n1,0.009229,uM,8.034845354
BCRP_0888,CN(C)c1ccc(P(=O)(Nc2cccc(C(F)(F)F)c2)N2CCOCC2)c(NC(=O)c2cccs2)c1,1.21,uM,5.91721463
BCRP_0889,CCc1c(C)nc2cc(-c3cccc(OC)c3)nn2c1N1CCN(C(=O)c2ccoc2)CC1,0.00000145,uM,11.838632
BCRP_0890,O=C(c1ccoc1)N1CCN(c2cc(-c3ccco3)nc3cc(-c4cccs4)nn23)CC1,0.00000248,uM,11.60554832
BCRP_0891,CN(CCCN(C)c1cc(-c2ccco2)nc2cc(-c3ccccc3)nn12)C(=O)c1ccoc1,0.000002715,uM,11.56623017
BCRP_0892,COc1cccc(-c2cc3nc(-c4ccco4)cc(N4CCN(C(C)=O)CC4)n3n2)c1,0.000000892,uM,12.04963515
BCRP_0893,COc1cccc(-c2cc(N3CCN(C(=O)c4ccoc4)CC3)n3nc(-c4ccccc4)cc3n2)c1,0.00000333,uM,11.47755577
BCRP_0894,O=C(c1ccco1)N1CCN(c2cc(-c3ccco3)nc3cc(-c4ccccc4)nn23)CC1,0.000000852,uM,12.06956041
BCRP_0895,CNCCN(C)c1cc(-c2ccco2)nc2cc(-c3ccccc3)nn12,0.00001088,uM,10.9633711
BCRP_0896,COc1cccc(-c2cc3nc(C)c(C)c(N4CCN(C(=O)c5ccco5)CC4)n3n2)c1,0.0000071,uM,11.14874165
BCRP_0897,COc1cccc(-c2cc3nc(C)c(C(C)C)c(N4CCN(C(=O)c5ccoc5)CC4)n3n2)c1,0.00000602,uM,11.22040351
BCRP_0898,Cc1nc2cc(-c3cccc(F)c3)nn2c(N2CCN(C(=O)c3ccco3)CC2)c1C,0.00000143,uM,11.84466396
BCRP_0899,COc1cc2c(cc1OC)CN(Cc1ccc(Oc3ccc(-c4nc(-c5ccc([N+](=O)[O-])cc5)cs4)cn3)cc1)CC2,10,uM,5
BCRP_0900,COc1ccc(-c2nc(CN3CCc4cc(OC)c(OC)cc4C3)cs2)cc1,30,uM,4.522878745
BCRP_0901,COc1cc2c(cc1OC)CN(Cc1ccc(Oc3ccc(-c4nc(-c5ccc(F)cc5)cs4)cn3)cc1)CC2,1,uM,6
BCRP_0902,COc1cccc(-c2csc(-c3ccc(Oc4ccc(CN5CCc6cc(OC)c(OC)cc6C5)cc4)nc3)n2)c1,0.5,uM,6.301029996
BCRP_0903,COc1cc(OC)cc(-c2cc3nc(C)c(C)c(N4CCN(C(=O)c5ccoc5)CC4)n3n2)c1,0.000000664,uM,12.17783192
BCRP_0904,COc1cccc(-c2cc3nc(-c4cccc(C(F)(F)F)c4)cc(N4CCN(C(=O)c5ccoc5)CC4)n3n2)c1,0.000000788,uM,12.10347378
BCRP_0905,Cc1cc(N2CCN(C(=O)c3ccoc3)CC2)n2nc(-c3ccncc3)cc2n1,0.001999,uM,8.699187206
BCRP_0906,CC(=O)N1CCN(c2c(C)c(C)nc3cc(-c4ccc(F)cc4)nn23)CC1,0.00001019,uM,10.99182582
BCRP_0907,O=C(c1ccoc1)N1CCN(c2cc(-c3ccco3)nc3cc(-c4cccc(Cl)c4)nn23)CC1,0.00000296,uM,11.52870829
BCRP_0908,Cc1ccc(-c2cc(N3CCN(C(=O)c4ccoc4)CC3)n3nc(-c4ccccc4)cc3n2)o1,0.00000145,uM,11.838632
BCRP_0909,Cc1cc(N2CCN(C(=O)c3ccco3)CC2)n2nc(-c3ccccc3)nc2n1,0.00000943,uM,11.02548831
BCRP_0910,O=C(c1ccco1)N1CCN(c2c3c(nc4cc(-c5ccc(F)cc5)nn24)CCC3)CC1,0.000000701,uM,12.15428198
BCRP_0911,CNCCCN(C)c1cc(-c2ccco2)nc2cc(-c3ccccc3)nn12,0.00004093,uM,10.38795826
BCRP_0912,COc1ccc(-c2cc3nc(C)c(C)c(N4CCN(C(=O)c5ccco5)CC4)n3n2)cc1,0.00000268,uM,11.57186521
BCRP_0913,COc1ccc(-c2cc3nc(-c4ccco4)cc(N4CCN(C(=O)c5ccoc5)CC4)n3n2)cc1,0.0000018,uM,11.74472749
BCRP_0914,O=C(OCc1ccccc1)N1CCN(c2cc(-c3ccco3)nc3cc(-c4ccccc4)nn23)CC1,0.00000273,uM,11.56383735
BCRP_0915,CC(=O)N1CCN(c2cc(-c3ccco3)nc3cc(-c4ccccc4)nn23)CC1,0.00002297,uM,10.638839
BCRP_0916,Cc1c(-c2ccco2)nc2cc(-c3ccccc3)nn2c1N1CCN(C(=O)c2ccoc2)CC1,0.00000244,uM,11.61261017
BCRP_0917,Cc1ccc(-c2cc3nc(-c4ccco4)cc(N4CCN(Cc5ccoc5)CC4)n3n2)cc1,0.00000182,uM,11.73992861
BCRP_0918,O=C(c1ccoc1)N1CCN(c2cc(-c3ccc(F)cc3)nc3cc(-c4ccccc4)nn23)CC1,0.00001209,uM,10.9175737
BCRP_0919,Cc1nn2c(N3CCN(C(=O)c4ccco4)CC3)cc(C(C)(C)C)nc2c1-c1ccc(Cl)cc1,0.00000192,uM,11.71669877
BCRP_0920,COc1cc(/C=C/C(=O)OCCN(C)CCCCCCCCOC(=O)c2c3ccccc3cc3ccccc23)cc(OC)c1OC,5.1,uM,5.292429824
BCRP_0921,COc1cc(OC)c2c(c1)O/C(=C\c1ccc(OC)c(OC)c1)C2=O,0.91,uM,6.040958608
BCRP_0922,CC(C)(C)OC(=O)N1CCN(c2cc(-c3ccco3)nc3cc(-c4ccccc4)nn23)CC1,0.000254,uM,9.595166283
BCRP_0923,O=C(c1ccoc1)N1CCN(c2cc(-c3ccco3)nc3cc(-c4ccc(Cl)cc4)nn23)CC1,0.00000272,uM,11.5654311
BCRP_0924,c1ccc(CN2CCN(c3cc(-c4ccco4)nc4cc(-c5ccccc5)nn34)CC2)cc1,0.00000168,uM,11.77469072
BCRP_0925,CC(C)(C)c1cc(N2CCN(C(=O)c3ccoc3)CC2)n2nc(-c3ccccc3)cc2n1,0.00004032,uM,10.39447948
BCRP_0926,Cc1cc(N2CCN(C(=O)c3ccoc3)CC2)n2nc(-c3ccccc3)cc2n1,0.00000719,uM,11.14327111
BCRP_0927,Cc1cccc(-c2cc3nc(-c4ccco4)cc(N4CCN(C(=O)c5ccoc5)CC4)n3n2)c1,0.00000909,uM,11.04143612
BCRP_0928,COc1cccc(-c2cc3nc(C)c(C)c(N4CCN(Cc5ccco5)CC4)n3n2)c1,0.000000393,uM,12.40560745
BCRP_0929,COC(=O)c1cccc(-c2cc(N3CCN(C(=O)c4ccoc4)CC3)n3nc(-c4cccc(OC)c4)cc3n2)c1,0.00000168,uM,11.77469072
BCRP_0930,Cc1ccc(-c2cc3nc(-c4ccco4)cc(N4CCN(C(=O)c5ccoc5)CC4)n3n2)cc1,0.00000818,uM,11.0872467
BCRP_0931,O=C(c1ccoc1)N1CCN(c2cc(-c3cccc(F)c3)nc3cc(-c4ccccc4)nn23)CC1,0.00000211,uM,11.67571754
BCRP_0932,O=C(c1ccoc1)N1CCN(c2cc(-c3ccco3)nc3cc(-c4cccc(-c5ccco5)c4)nn23)CC1,0.000000503,uM,12.29843201
BCRP_0933,COc1cc(/C=C/C(=O)OCCCCCCCN(C)CCCOC(=O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,8.1,uM,5.091514981
BCRP_0934,COc1cc2c(cc1OC)CN(Cc1ccc(Oc3ccc(-c4nc(-c5cccc(O)c5)cs4)cn3)cc1)CC2,0.018,uM,7.744727495
BCRP_0935,COc1cc(C(=O)N/N=C/c2ccc(OC)c(CN3CCN(c4ccc(F)cc4)CC3)c2)ccc1O,0.76,uM,6.119186408
BCRP_0936,CCOC(=O)c1c(NC(=O)CSc2ncccn2)sc2c1CCN(Cc1ccccc1)C2,1.88,uM,5.725842151
BCRP_0937,COc1cc(C(=O)Nc2ccc(S(=O)(=O)NC(C)C)cc2)cc(OC)c1OC,1.32,uM,5.879426069
BCRP_0938,CC[C@@H](C)[C@H](NC(=O)c1cc(=O)c2c(OCc3ccc(Br)cc3)cccc2o1)C(=O)OC,0.59,uM,6.229147988
BCRP_0939,CC[C@@H](C)[C@H](NC(=O)c1cc(=O)c2c(OCc3ccccc3Br)cccc2o1)C(=O)N[C@H](C(=O)OC)C(C)C,0.07,uM,7.15490196
BCRP_0940,COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1cc(=O)c2c(OCc3ccccc3Br)cccc2o1,0.6,uM,6.22184875
BCRP_0941,CC[C@@H](C)[C@H](NC(=O)c1cc(=O)c2c(OCc3ccccc3Br)cccc2o1)C(=O)OC,0.1,uM,7
BCRP_0942,CC[C@@H](C)[C@H](NC(=O)c1cc(=O)c2c(OCc3ccccc3Br)cccc2o1)C(=O)N[C@@H](CC(C)C)C(=O)OC,0.07,uM,7.15490196
BCRP_0943,CC[C@@H](C)[C@H](NC(=O)c1cc(=O)c2c(OCc3ccc(Br)cc3)cccc2o1)C(=O)N[C@H](C(=O)OC)C(C)C,0.25,uM,6.602059991
BCRP_0944,COC(=O)[C@H](Cc1ccccc1)NC(=O)c1cc(=O)c2c(OCc3ccccc3Br)cccc2o1,0.1,uM,7
BCRP_0945,O=C(c1ccoc1)N1CCN(c2cc(-c3cccs3)nc3cc(-c4ccccc4)nn23)CC1,0.00000166,uM,11.77989191
BCRP_0946,O=C(c1ccco1)N1CCN(c2cc(-c3ccccc3)nc3ncnn23)CC1,0.00000355,uM,11.44977165
BCRP_0947,COc1ccccc1-c1cc(N2CCN(C(=O)c3ccoc3)CC2)n2nc(-c3ccccc3)cc2n1,0.00000187,uM,11.72815839
BCRP_0948,CN(C)c1cc(-c2ccco2)nc2cc(-c3ccccc3)nn12,0.00000887,uM,11.05207638
BCRP_0949,COc1cccc(-c2cc3nc(C)cc(N4CCN(C(=O)c5ccoc5)CC4)n3n2)c1,0.00000457,uM,11.3400838
BCRP_0950,CC(=O)N1CCN(c2cc(-c3ccco3)nc3cc(-c4cccc(Cl)c4)nn23)CC1,0.000000626,uM,12.20342567
BCRP_0951,CN(CCN(C)c1cc(-c2ccco2)nc2cc(-c3ccccc3)nn12)C(=O)c1ccoc1,0.00004775,uM,10.32102662
BCRP_0952,O=C(Nc1ccccc1)C1CCN(c2cc(-c3ccco3)nc3cc(-c4ccccc4)nn23)CC1,0.00000649,uM,11.1877553
BCRP_0953,COc1ccc(-c2cc(N3CCN(C(=O)c4ccoc4)CC3)n3nc(-c4ccccc4)cc3n2)cc1,0.00000364,uM,11.43889862
BCRP_0954,Cc1nc2cc(-c3ccc4c(c3)OCO4)nn2c(N2CCN(C(=O)c3ccoc3)CC2)c1C,0.000000613,uM,12.21253953
BCRP_0955,O=C(c1coc2ccccc12)N1CCN(c2cc(-c3ccco3)nc3cc(-c4ccccc4)nn23)CC1,0.000001463,uM,11.83475567
BCRP_0956,O=C(c1ccoc1)N1CCN(c2cc(-c3ccoc3)nc3cc(-c4ccccc4)nn23)CC1,0.00000159,uM,11.79860288
BCRP_0957,COc1cccc(-c2cc3nc(-c4cccc(C#N)c4)cc(N4CCN(C(=O)c5ccoc5)CC4)n3n2)c1,0.00000253,uM,11.59687948
BCRP_0958,O=[N+]([O-])c1ccccc1-c1nc(-c2ccc(Br)o2)no1,4.88,uM,5.311580178
BCRP_0959,CC(C)C(NS(=O)(=O)c1ccccc1)C(=O)OCc1cc([N+](=O)[O-])cc2c1OCOC2,1.57,uM,5.804100348
BCRP_0960,CCCCN(C)C1=CC2=CC(=C(C#N)C#N)CCC2CC1,4.42,uM,5.354577731
BCRP_0961,COc1ccc2cc(C(=O)OC(C)C)sc(=O)c2c1OC,24.37,uM,4.613144471
BCRP_0962,CCN(CC)P(=O)(Nc1cccc(C(F)(F)F)c1)c1ccc(N(C)C)cc1NC(=O)c1ccco1,2.29,uM,5.640164518
BCRP_0963,O=[N+]([O-])c1ccc(Nc2nc(Cl)nc(NCCO)n2)cc1,4.63,uM,5.334419009
BCRP_0964,COc1ccc(CN2C(=O)c3ccccc3C2=O)cc1C(=O)Nc1ccccc1N1CCOCC1,0.34,uM,6.468521083
BCRP_0965,CC1=NN(c2ccc([N+](=O)[O-])cc2)C(=O)/C1=C/N(C)C,4,uM,5.397940009
BCRP_0966,COc1cc(OC)c2c(=O)cc(-c3ccccc3)oc2c1,10.1,uM,4.995678626
BCRP_0967,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1OC,4.65,uM,5.332547047
BCRP_0968,O=C(Nc1ccccc1C(=O)Nc1ccc(CCN2CCc3ccccc3C2)cc1)c1cnc2ccccc2c1,0.751621818,uM,6.124000622
BCRP_0969,COc1cc2oc(-c3ccccc3)cc(=O)c2c(O)c1C,2.9,uM,5.537602002
BCRP_0970,O=C(/C=C/c1ccc(Cl)cc1)c1ccc(O)cc1O,6.22,uM,5.206209615
BCRP_0971,COc1cccc(/C=C/C(=O)c2c(O)ccc3ccccc23)c1,1.93,uM,5.714442691
BCRP_0972,COc1ccc(/C=C/C(=O)c2c(O)ccc3ccccc23)cc1,3.35,uM,5.474955193
BCRP_0973,COc1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1OC,0.89,uM,6.050609993
BCRP_0974,O=C(/C=C/c1ccccc1)c1c(O)ccc2ccccc12,2.675,uM,5.572676214
BCRP_0975,O=C(/C=C/c1ccccc1Cl)c1c(O)ccc2ccccc12,5.395,uM,5.268008551
BCRP_0976,O=C(/C=C/c1ccccc1Cl)c1ccc(O)cc1O,3.245,uM,5.488785299
BCRP_0977,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,5.45,uM,5.263603498
BCRP_0978,COc1ccc(-c2oc3c(OC)c(OC)c(OC)c(OC)c3c(=O)c2OC)cc1OC,1.5,uM,5.823908741
BCRP_0979,COc1c(-c2ccccc2)oc2ccc3ccccc3c2c1=O,11.8,uM,4.928117993
BCRP_0980,O=c1cc(-c2ccccc2)oc2c1ccc1ccccc12,1.355,uM,5.868060705
BCRP_0981,COc1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1OC,0.1615,uM,6.791827473
BCRP_0982,N#Cc1cccc(Nc2nc(-c3ccncc3)nc3ccc([N+](=O)[O-])cc23)c1,0.05605,uM,7.251424383
BCRP_0983,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3cccc([N+](=O)[O-])c3)n2)c1,0.841333333,uM,6.075031904
BCRP_0984,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(N=[N+]=[N-])cc3)n2)c1,0.763,uM,6.117475462
BCRP_0985,O=C(/C=C/c1ccc(Cl)c(Cl)c1)c1c(O)ccc2ccccc12,8.02,uM,5.095825632
BCRP_0986,COc1ccc(C(=O)/C=C/c2ccccc2Cl)c(OC)c1,2.88,uM,5.540607512
BCRP_0987,Cc1cc(Nc2cccc(Cl)c2)nc(-c2ccccc2)n1,0.9055,uM,6.043111545
BCRP_0988,COc1cc(Nc2cc(C)nc(-c3ccccc3)n2)ccc1Br,0.304,uM,6.517126416
BCRP_0989,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,4.11593,uM,5.38553202
BCRP_0990,COc1cccc(CCc2ccccc2OCc2ccc(OC)c(OC)c2)c1,150,uM,3.823908741
BCRP_0991,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(NC(C)=O)cc3)n2)c1,1.296666667,uM,5.887171653
BCRP_0992,COc1ccc(NC(=O)Nc2ccccc2-c2nnn(-c3ccc(OC)cc3)n2)cc1,0.393,uM,6.40560745
BCRP_0993,O=[N+]([O-])c1cccc(Nc2nc(-c3ccccc3)nc3ccccc23)c1,0.13,uM,6.886056648
BCRP_0994,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(N=C=S)cc3)n2)c1,1.074333333,uM,5.968860949
BCRP_0995,O=C(Nc1nc(-c2ccccc2)nc2ccccc12)c1cccc([N+](=O)[O-])c1,0.0509,uM,7.293282218
BCRP_0996,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1OC,8.65,uM,5.062983893
BCRP_0997,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,7.25,uM,5.139661993
BCRP_0998,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,7.85,uM,5.105130343
BCRP_0999,COc1cccc(CCc2ccccc2NCc2ccc(OC)c(OC)c2)c1,0.5,uM,6.301029996
BCRP_1000,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)Nc3ccccc3N)cc1)CC2,62.25,uM,4.205860644
BCRP_1001,COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1ccc2ncccc2c1,0.1755,uM,6.755722879
BCRP_1002,COc1cccc(CCc2ccccc2NCc2cccc(OC)c2OC)c1,1.5,uM,5.823908741
BCRP_1003,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3NC(=O)c3ccc([N+](=O)[O-])cc3)cc1)CC2,0.66,uM,6.180456064
BCRP_1004,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3NC(=O)Nc3ccc([N+](=O)[O-])cc3)cc1)CC2,0.52,uM,6.283996656
BCRP_1005,COc1ccc(/C=C/C(=O)c2ccc(OC)cc2OC)cc1,2.125,uM,5.672641066
BCRP_1006,O=C(Nc1ccc(CCN2CCc3ccccc3C2)cc1)Nc1ccccc1[N+](=O)[O-],7.735,uM,5.111539682
BCRP_1007,COc1ccc(C(=O)/C=C/c2ccc(Cl)cc2)c(O)c1,12.115,uM,4.916676582
BCRP_1008,Cc1cc(Nc2ccc(F)c([N+](=O)[O-])c2)nc(-c2ccccc2)n1,0.8905,uM,6.050366076
BCRP_1009,COc1ccc(Nc2cc(C)nc(-c3ccccc3)n2)cc1C(F)(F)F,0.571,uM,6.243363892
BCRP_1010,O=C(/C=C/c1ccc(Cl)c(Cl)c1)c1ccc2ccccc2c1O,24.255,uM,4.615198721
BCRP_1011,COc1ccc(C(=O)/C=C/c2ccccc2)c(O)c1,30.985,uM,4.5088485
BCRP_1012,COc1ccc(/C=C/C(=O)c2ccc3ccccc3c2O)cc1OC,2.225,uM,5.652669985
BCRP_1013,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)Nc3ccccc3[N+](=O)[O-])cc1)CC2,9.64,uM,5.015922966
BCRP_1014,CSCC[C@H](NC(=O)OC(C)(C)C)C(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2C[C@@H](O)[C@@H]2[C@@H]([C@]4(C)CC[C@H](C(C)(C)O)O4)CC[C@]23C)C1(C)C,0.795235,uM,6.099504514
BCRP_1015,COc1ccc(/C=C/C(=O)c2ccccc2O)cc1OC,5.02,uM,5.299296283
BCRP_1016,O=C(Nc1nc(-c2ccccc2)nc2ccccc12)c1ccc([N+](=O)[O-])cc1,0.0852,uM,7.069560405
BCRP_1017,COc1cccc(CCc2ccccc2OCc2cccc(OC)c2OC)c1,120,uM,3.920818754
BCRP_1018,O=c1c(O)c(-c2ccccc2)oc2ccc3ccccc3c12,12.3,uM,4.910094889
BCRP_1019,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(N=[N+]=[N-])cc3)n2)c1,1.461,uM,5.835349784
BCRP_1020,COC(=O)c1ccc(-c2cn(-c3ccc(CCN4CCc5cc(OC)c(OC)cc5C4)cc3)nn2)cc1NC(=O)c1ccc2ccccc2n1,0.617,uM,6.209714836
BCRP_1021,COc1cc(-c2oc3c(ccc4ccccc43)c(=O)c2O)ccc1F,20.2,uM,4.694648631
BCRP_1022,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccccc3[N+](=O)[O-])n2)c1,1.010666667,uM,5.995392058
BCRP_1023,O=[N+]([O-])c1ccc2nc(-c3ccccc3)nc(Nc3ccc(O)c([N+](=O)[O-])c3)c2c1,0.0357,uM,7.447331784
BCRP_1024,O=[N+]([O-])c1ccc2nc(-c3cccc(C(F)(F)F)c3)nc(Nc3cccc(O)c3)c2c1,0.0247,uM,7.607303047
BCRP_1025,COc1ccc(Nc2nc(-c3ccncc3)nc3ccc([N+](=O)[O-])cc23)cc1,0.07335,uM,7.134599882
BCRP_1026,Cc1cc(Nc2cccc([N+](=O)[O-])c2)nc(-c2ccccc2)n1,0.138,uM,6.860120914
BCRP_1027,N#Cc1ccc(Nc2cc(NCCCCc3ccccc3)nc(-c3ccccc3)n2)cc1,0.167,uM,6.777283529
BCRP_1028,O=c1cc(-c2ccc(OCCCc3cn(CCOCCOCCOc4ccc(-c5cc(=O)c6cc(F)ccc6o5)cc4)nn3)cc2)oc2cc(F)ccc12,0.00355,uM,8.449771647
BCRP_1029,O=c1cc(-c2ccc(OCCOCCOCCn3cc(COCCOc4ccc5c(=O)cc(-c6ccccc6)oc5c4)nn3)cc2)oc2ccccc12,0.32125,uM,6.493156864
BCRP_1030,COC(=O)c1cccc(COc2c(-c3ccc(OCCOCCOCCn4cc(COCCOc5ccc6c(=O)cc(-c7ccccc7)oc6c5)nn4)cc3)oc3ccccc3c2=O)c1,0.00185,uM,8.732828272
BCRP_1031,COc1cc2c(cc1OC)CN(Cc1ccc(-c3ccc(O)cc3)cc1)CC2,73,uM,4.13667714
BCRP_1032,O=c1cc(-c2ccc(OCCOCCOCCn3cc(CNCc4cn(CCOCCOCCOc5ccc(-c6cc(=O)c7ccccc7o6)cc5)nn4)nn3)cc2)oc2ccccc12,0.07075,uM,7.150273556
BCRP_1033,COC(=O)c1cccc(COc2c(-c3ccc(OCCOCCOCCn4cc(CCCOc5ccc(-c6cc(=O)c7ccc(F)cc7o6)cc5)nn4)cc3)oc3ccccc3c2=O)c1,0.00215,uM,8.66756154
BCRP_1034,O=c1cc(-c2ccccc2)oc2cc(OCCCCc3cn(CCOCCOc4ccc5c(=O)cc(-c6ccccc6)oc5c4)nn3)ccc12,0.03655,uM,7.437112619
BCRP_1035,COC(=O)c1cccc(COc2c(-c3ccc(OCCOCCn4cc(CCCCOc5ccc6c(=O)cc(-c7ccccc7)oc6c5)nn4)cc3)oc3ccccc3c2=O)c1,0.0054,uM,8.26760624
BCRP_1036,Cc1ccc2oc(-c3ccc(OCCCCc4cn(CCOCCOCCOc5ccc(-c6oc7ccccc7c(=O)c6OCc6ccccc6)cc5)nn4)cc3)cc(=O)c2c1,0.022,uM,7.657577319
BCRP_1037,O=c1cc(-c2ccccc2)oc2cc(OCCOCc3cn(CCOCCOCCOc4ccc(-c5cc(=O)c6cc(F)ccc6o5)cc4)nn3)ccc12,0.24715,uM,6.607039385
BCRP_1038,O=c1cc(-c2ccccc2)oc2cc(OCCN(Cc3ccccc3)Cc3cn(CCOCCOc4ccc(-c5cc(=O)c6cc(F)ccc6o5)cc4)nn3)ccc12,0.05075,uM,7.294563953
BCRP_1039,O=c1cc(-c2ccc(OCCCc3cn(CCOCCOc4ccc5c(=O)cc(-c6ccccc6)oc5c4)nn3)cc2)oc2cc(F)ccc12,0.00715,uM,8.145693958
BCRP_1040,COC(=O)c1cccc(COc2c(-c3ccc(OCCOCCn4cc(CCCCOc5ccc(-c6cc(=O)c7cc(C)ccc7o6)cc5)nn4)cc3)oc3ccccc3c2=O)c1,0.0038,uM,8.420216403
BCRP_1041,O=c1cc(-c2ccc(OCCOCCn3cc(COCCOc4ccc5c(=O)cc(-c6ccccc6)oc5c4)nn3)cc2)oc2ccccc12,0.26875,uM,6.570651527
BCRP_1042,O=c1cc(-c2ccc(OCCCc3cn(CCOCCOCCOc4ccc5c(=O)cc(-c6ccccc6)oc5c4)nn3)cc2)oc2cc(F)ccc12,0.0273,uM,7.563837353
BCRP_1043,O=c1cc(-c2ccccc2)oc2cc(OCCOCCOCCn3cc(CN(CCOc4ccc5c(=O)cc(-c6ccccc6)oc5c4)Cc4ccccc4)nn3)ccc12,0.056,uM,7.251811973
BCRP_1044,O=c1cc(-c2ccccc2)oc2cc(OCCCc3cn(CCOCCOCCOc4ccc(-c5oc6ccccc6c(=O)c5OCc5ccccc5)cc4)nn3)ccc12,0.069,uM,7.161150909
BCRP_1045,O=C(NCc1cn(CCc2c[nH]c3ccccc23)nn1)c1cc(=O)c2c(OCc3ccc(Br)cc3)cccc2o1,0.475,uM,6.32330639
BCRP_1046,O=C(NCc1cn(Cc2ccc(Br)cc2)nn1)c1cc(=O)c2c(OCc3ccc(Br)cc3)cccc2o1,0.64,uM,6.193820026
BCRP_1047,Cc1ccc2oc(-c3ccc(OCCOCCOCCOCCOCCOc4ccc(-c5cc(=O)c6cc(C)ccc6o5)cc4)cc3)cc(=O)c2c1,0.064,uM,7.193820026
BCRP_1048,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,1.5,uM,5.823908741
BCRP_1049,COc1ccc2oc(-c3ccccc3)cc(=O)c2c1,3.4,uM,5.468521083
BCRP_1050,COc1ccc(C(=O)/C=C/c2ccc(Cl)cc2)c(OC)c1,1.13,uM,5.946921557
BCRP_1051,Cc1c(O)cc2c(c1O)C(=O)CC(c1ccccc1)O2,11,uM,4.958607315
BCRP_1052,COc1cc2oc(-c3ccc(O)cc3)c(OC)c(=O)c2c(O)c1OC,1.2,uM,5.920818754
BCRP_1053,COc1cc(OC)c2c(c1C)OC(c1ccccc1)CC2=O,9.3,uM,5.031517051
BCRP_1054,COc1cc2oc(-c3ccccc3)cc(=O)c2c(OC)c1C,5.9,uM,5.229147988
BCRP_1055,COC1=C(OC)[C@]2(OC)c3c(OC)c(OC)c4c(c3O[C@@]23O[C@@H](c2ccccc2)CC=C3C1=O)[C@@H](O)C[C@H](c1ccccc1)O4,11,uM,4.958607315
BCRP_1056,COC1=C(OC)[C@]2(OC)c3c(OC)c(OC)c4c(c3O[C@@]23O[C@@H](c2ccccc2)CC=C3C1=O)[C@@H](OC)C[C@H](c1ccccc1)O4,16,uM,4.795880017
BCRP_1057,COc1c2c(c3c(c1OC)[C@@]1(OC)C4=C(C(=O)[C@H](OC)[C@@]1(OC)O3)[C@H](OC)C[C@@H](c1ccccc1)O4)[C@H](O)C[C@@H](c1ccccc1)O2,29,uM,4.537602002
