ID,smiles,IC50,IC50_units,pIC50
BCRP_1229,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(NC(=O)CBr)cc3)n2)c1,0.583,uM,6.234331445
BCRP_1230,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2ccc(OC)cc2)cc1,2.173,uM,5.662940274
BCRP_1231,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(N)cc3)n2)c1,0.491,uM,6.308918508
BCRP_1232,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2cccc([N+](=O)[O-])c2)cc1,0.501,uM,6.300162274
BCRP_1233,CCCc1ccc(C(=O)Nc2ccccc2-c2nnn(-c3cccc(OC)c3)n2)cc1,0.207,uM,6.684029655
BCRP_1234,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(NC(C)=O)cc3)n2)c1,0.454,uM,6.342944147
BCRP_1235,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2ccc(Br)cc2)cc1,2.121,uM,5.673459331
BCRP_1236,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3cccc([N+](=O)[O-])c3)n2)c1,1.39,uM,5.8569852
BCRP_1237,COC(=O)c1ccc(C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1NC(=O)c1ccc2ccccc2n1,0.065,uM,7.187086643
BCRP_1238,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,0.54,uM,6.26760624
